Source,Target,Weight_x,Weight_y,Weight
z79899,f0280,0.0173,0.0208,0.0199
z79899,z85828,0.0285,0.0287,0.0294
z79899,z881,0.0342,0.0301,0.0271
z79899,e162,0.0099,0.0096,0.0093
z79899,f1120,0.0346,0.0348,0.0314
z79899,k921,0.0157,0.0153,0.0161
z79899,z9049,0.0826,0.0768,0.0806
z79899,z9114,0.0544,0.0486,0.0479
z79899,e873,0.0126,0.0124,0.0128
z79899,i440,0.0075,0.0077,0.0083
z79899,i447,0.0172,0.0186,0.0176
z79899,r64,0.0114,0.0122,0.0105
z79899,z006,0.0139,0.0128,0.0132
z79899,g629,0.0475,0.0452,0.0439
z79899,i25110,0.0104,0.0095,0.0088
z79899,i951,0.0165,0.0192,0.0176
z79899,j9811,0.0434,0.0475,0.0355
z79899,k3189,0.009000000000000001,0.0086,0.0103
z79899,m1990,0.0785,0.0753,0.0849
z79899,r001,0.0285,0.027999999999999997,0.0303
z79899,z8249,0.0967,0.0944,0.0526
z79899,r791,0.0148,0.0176,0.0188
z79899,t45515a,0.009000000000000001,0.0109,0.0104
z79899,e11319,0.0085,0.0073,0.0065
z79899,h409,0.0206,0.0208,0.0186
z79899,r197,0.0254,0.0268,0.0312
z79899,z6832,0.0101,0.0102,0.0126
z79899,f1290,0.0286,0.027999999999999997,0.0235
z79899,m545,0.0259,0.0211,0.0235
z79899,m797,0.0348,0.0315,0.0344
z79899,z515,0.0583,0.0656,0.0736
z79899,z91041,0.01,0.009000000000000001,0.0092
z79899,b961,0.0156,0.0149,0.0159
z79899,i739,0.0296,0.0297,0.027000000000000003
z79899,z8701,0.0161,0.0186,0.0136
z79899,k2970,0.0159,0.0152,0.0146
z79899,i471,0.022000000000000002,0.023,0.0227
z79899,i5031,0.0074,0.0089,0.008
z79899,e43,0.0462,0.0449,0.0443
z79899,e8351,0.0198,0.0219,0.0236
z79899,n170,0.0323,0.0374,0.04
z79899,e559,0.0172,0.0161,0.0132
z79899,n138,0.0092,0.0082,0.0079
z79899,r0902,0.0345,0.0442,0.0436
z79899,i214,0.0262,0.0274,0.0248
z79899,i255,0.0381,0.0402,0.0358
z79899,i2720,0.0485,0.0526,0.0442
z79899,i472,0.0274,0.0288,0.0283
z79899,i5023,0.0382,0.045,0.0421
z79899,r570,0.0112,0.0115,0.0103
z79899,r0600,0.0098,0.0109,0.0095
z79899,g4700,0.0431,0.0443,0.0455
z79899,k8590,0.0124,0.0117,0.0127
z79899,z882,0.0366,0.034,0.0299
z79899,z885,0.0441,0.0399,0.0406
z79899,b182,0.0141,0.0112,0.0105
z79899,e8352,0.0154,0.016,0.0165
z79899,r1310,0.0356,0.0346,0.0285
z79899,g894,0.0307,0.0284,0.0256
z79899,z6837,0.0095,0.0093,0.011000000000000001
z79899,e662,0.0094,0.0097,0.0098
z79899,i081,0.0078,0.0085,0.0068
z79899,r338,0.0184,0.0179,0.0159
z79899,d61818,0.0243,0.0247,0.0219
z79899,d539,0.0143,0.013999999999999999,0.0153
z79899,i714,0.0143,0.0141,0.0123
z79899,j811,0.0085,0.0097,0.0086
z79899,r0602,0.0532,0.0702,0.0634
z79899,z9861,0.0092,0.012,0.0103
z79899,z6834,0.0098,0.0103,0.0119
z79899,i340,0.0216,0.0231,0.0209
z79899,f418,0.0195,0.0186,0.0193
z79899,k760,0.0273,0.0279,0.0325
z79899,b1920,0.0203,0.0172,0.0152
z79899,z931,0.0129,0.0118,0.0095
z79899,e870,0.028999999999999998,0.0299,0.0365
z79899,i5022,0.0375,0.0408,0.0379
z79899,e869,0.011000000000000001,0.0113,0.0114
z79899,j9611,0.0191,0.0197,0.019
z79899,k449,0.0351,0.0332,0.0349
z79899,n184,0.0281,0.0293,0.0286
z79899,k7200,0.0112,0.0113,0.0114
z79899,z6830,0.0096,0.0102,0.0119
z79899,i9589,0.009000000000000001,0.0087,0.006999999999999999
z79899,i493,0.0124,0.0137,0.0151
z79899,f17200,0.033,0.0293,0.023
z79899,z6838,0.0096,0.0079,0.0112
z79899,z85118,0.008,0.0101,0.0088
z79899,i25119,0.0086,0.008,0.0069
z79899,r7303,0.0175,0.0163,0.019
z79899,z888,0.0652,0.0563,0.0508
z79899,f1010,0.0302,0.0291,0.0313
z79899,k7460,0.0253,0.0271,0.0271
z79899,r5381,0.0146,0.013000000000000001,0.0119
z79899,f1210,0.016,0.0119,0.0122
z79899,z6833,0.0096,0.0095,0.0115
z79899,m48061,0.016,0.0155,0.0151
z79899,f05,0.0134,0.0128,0.0139
z79899,g8191,0.0107,0.0119,0.0106
z79899,r29810,0.0166,0.0185,0.0155
z79899,f10239,0.0242,0.0221,0.0222
z79899,z96651,0.0153,0.0137,0.0148
z79899,i4819,0.0077,0.0146,0.0132
z79899,k922,0.017,0.0169,0.0184
z79899,e782,0.0212,0.0233,0.0238
z79899,m810,0.0366,0.0368,0.0386
z79899,r911,0.0132,0.0168,0.0147
z79899,j9602,0.0129,0.0145,0.0123
z79899,i4820,0.0217,0.0488,0.0422
z79899,r112,0.0248,0.0225,0.0239
z79899,m069,0.0388,0.0378,0.0374
z79899,i442,0.0073,0.0077,0.006999999999999999
z79899,m8580,0.0097,0.0099,0.0098
z79899,r4182,0.0284,0.0277,0.0264
z79899,k7030,0.011000000000000001,0.0101,0.0112
z79899,r109,0.0364,0.0358,0.0363
z79899,z8619,0.0195,0.0208,0.0402
z79899,r569,0.0205,0.0193,0.0186
z79899,m4316,0.0077,0.0067,0.006999999999999999
z79899,k7581,0.0086,0.0081,0.0094
z79899,f410,0.0141,0.0114,0.0147
z79899,e874,0.0149,0.0167,0.0185
z79899,j9622,0.0169,0.019,0.0151
z79899,z8711,0.0174,0.0156,0.0163
z79899,z9911,0.0071,0.0071,0.0081
z79899,z9079,0.0111,0.0086,0.0103
z79899,b9689,0.0122,0.0132,0.0121
z79899,c787,0.0147,0.0143,0.0129
z79899,z6839,0.008,0.0084,0.0094
z79899,m109,0.0366,0.0382,0.0373
z79899,t502x5a,0.0106,0.0121,0.0117
z79899,e1169,0.0172,0.0168,0.0157
z79899,l97519,0.0111,0.0104,0.0102
z79899,z96653,0.0137,0.0132,0.0138
z79899,e890,0.0134,0.0122,0.0159
z79899,z91040,0.0089,0.0087,0.0081
z79899,z8551,0.0086,0.0103,0.0099
z79899,d500,0.0108,0.0085,0.0095
z79899,r32,0.0194,0.0193,0.0171
z79899,r6521,0.033,0.0396,0.0458
z79899,f4310,0.0354,0.03,0.0333
z79899,z6835,0.0113,0.0106,0.0119
z79899,z8614,0.0253,0.0212,0.0175
z79899,z9115,0.0073,0.0077,0.0081
z79899,f909,0.0138,0.0119,0.0119
z79899,e1110,0.0097,0.0136,0.0161
z79899,g92,0.0241,0.0247,0.0255
z79899,z1624,0.0086,0.0099,0.0097
z79899,m419,0.0078,0.0073,0.0068
z79899,z87820,0.0123,0.0108,0.0103
z79899,z85820,0.0086,0.0092,0.0102
z79899,z9181,0.0315,0.0284,0.0284
z79899,t380x5a,0.0235,0.0269,0.0356
z79899,z87442,0.0259,0.0236,0.0298
z79899,f259,0.0103,0.0093,0.0096
z79899,z7952,0.0709,0.0737,0.0588
z79899,z85528,0.0087,0.0087,0.0081
z79899,z940,0.0086,0.008,0.0075
z79899,i071,0.0071,0.0072,0.0066
z79899,n200,0.0123,0.0107,0.0107
z79899,i69351,0.0108,0.0119,0.0093
z79899,d689,0.0155,0.0171,0.0195
z79899,e538,0.0075,0.006999999999999999,0.0067
z79899,k648,0.0078,0.0069,0.0067
z79899,d61810,0.0115,0.0108,0.0113
z79899,t451x5a,0.0246,0.0234,0.0248
z79899,k5909,0.011000000000000001,0.0095,0.0107
z79899,z96641,0.0124,0.011000000000000001,0.0112
z79899,n12,0.0073,0.0071,0.0073
z79899,i469,0.008,0.0099,0.0116
z79899,f39,0.0093,0.0091,0.0096
z79899,z7401,0.0094,0.0093,0.0081
z79899,e8809,0.01,0.0099,0.0143
z79899,i69354,0.0138,0.0138,0.0133
z79899,n136,0.0145,0.0158,0.0165
z79899,i5042,0.0085,0.0088,0.0088
z79899,b952,0.0095,0.0086,0.0091
z79899,z905,0.0136,0.0132,0.0129
z79899,r4701,0.0189,0.0189,0.0187
z79899,e222,0.0094,0.013999999999999999,0.0149
z79899,f209,0.012,0.0125,0.0128
z79899,g8194,0.0119,0.0127,0.0113
z79899,z933,0.0104,0.0107,0.0122
z79899,j9600,0.0107,0.0103,0.0088
z79899,r188,0.0272,0.0265,0.0248
z79899,z96642,0.0111,0.0095,0.0095
z79899,r45851,0.0688,0.0576,0.054000000000000006
z79899,k861,0.0094,0.0091,0.0098
z79899,r110,0.0083,0.0072,0.0078
z79899,z803,0.0142,0.0116,0.0064
z79899,z823,0.0193,0.0181,0.0108
z79899,z993,0.0161,0.016,0.0152
z79899,z8719,0.0084,0.0106,0.0138
z79899,h3530,0.0085,0.0067,0.0062
z79899,z7722,0.0108,0.0113,0.0092
z79899,i878,0.0072,0.0081,0.0074
z79899,z8679,0.0119,0.0121,0.012
z79899,r600,0.0093,0.0078,0.0085
z79899,d684,0.0126,0.0113,0.013000000000000001
z79899,z915,0.0412,0.0344,0.0336
z79899,z96652,0.0135,0.0117,0.0127
z79899,z91018,0.0088,0.006999999999999999,0.0065
z79899,i890,0.0083,0.009000000000000001,0.0082
z79899,g9389,0.0071,0.0077,0.0073
z79899,m1611,0.0136,0.0069,0.0069
z79899,z886,0.0175,0.0142,0.0152
z79899,f411,0.0225,0.021,0.0216
z79899,j8410,0.0083,0.0084,0.0079
z79899,g893,0.0118,0.0113,0.01
z79899,z792,0.0217,0.0206,0.0146
z79899,z791,0.0315,0.0265,0.0222
z79899,z2821,0.0176,0.0156,0.0161
z79899,c3490,0.0075,0.0086,0.0072
z79899,r918,0.0092,0.0101,0.0105
z79899,z96659,0.0105,0.0115,0.0175
z79899,f17290,0.0106,0.0097,0.0108
z79899,m1711,0.0148,0.0093,0.0092
z79899,e441,0.012,0.0186,0.0225
z79899,m4802,0.0109,0.0098,0.0099
z79899,k7031,0.0107,0.0104,0.0117
z79899,k766,0.0246,0.0219,0.0241
z79899,j45901,0.0117,0.0163,0.0115
z79899,z818,0.0273,0.0214,0.0195
z79899,r7881,0.0145,0.0132,0.0124
z79899,k7290,0.0126,0.0128,0.0121
z79899,k920,0.0099,0.0086,0.0095
z79899,c7951,0.0167,0.0165,0.0132
z79899,k56609,0.011000000000000001,0.0099,0.0096
z79899,m542,0.0081,0.006999999999999999,0.0067
z79899,r471,0.009000000000000001,0.0112,0.0093
z79899,f10229,0.0093,0.0072,0.008
z79899,z781,0.0147,0.0142,0.018000000000000002
z79899,f603,0.0094,0.0081,0.0075
z79899,z62810,0.0119,0.0083,0.006999999999999999
z79899,z800,0.0173,0.0149,0.0097
z79899,g936,0.0097,0.0102,0.0094
z79899,z86010,0.0084,0.0068,0.0063
z79899,z809,0.0095,0.0082,0.0063
z79899,f29,0.008,0.0086,0.0075
z79899,z560,0.0078,0.0085,0.0134
z79899,f339,0.0072,0.0072,0.0067
z87891,z951,0.1016,0.098,0.0893
z87891,f1020,0.013000000000000001,0.0132,0.0136
z87891,i4892,0.0283,0.028999999999999998,0.0268
z87891,i5033,0.0431,0.0482,0.0384
z87891,e1142,0.0493,0.0458,0.0464
z87891,e1151,0.0492,0.0469,0.0437
z87891,g43909,0.0257,0.0216,0.0248
z87891,j440,0.0551,0.0783,0.0659
z87891,z85038,0.0178,0.0174,0.0179
z87891,e1165,0.0959,0.0978,0.1088
z87891,h9190,0.04,0.0378,0.0449
z87891,i428,0.0106,0.0184,0.0173
z87891,i5043,0.0238,0.023,0.0202
z87891,n289,0.0094,0.0086,0.0095
z87891,n400,0.1108,0.1103,0.1079
z87891,z7984,0.1519,0.1506,0.1516
z87891,b965,0.0108,0.0096,0.0097
z87891,e46,0.0321,0.0242,0.0234
z87891,e861,0.0248,0.0259,0.0281
z87891,e878,0.0102,0.0111,0.0115
z87891,g9340,0.0176,0.0192,0.0214
z87891,n319,0.01,0.0093,0.0089
z87891,n390,0.10400000000000001,0.0994,0.1009
z87891,z66,0.1483,0.1582,0.1645
z87891,z87440,0.0214,0.0211,0.0184
z87891,i130,0.0831,0.0873,0.0791
z87891,i161,0.0118,0.0117,0.0126
z87891,i959,0.0618,0.0595,0.0585
z87891,j189,0.0886,0.1252,0.1037
z87891,i160,0.0227,0.0222,0.0225
z87891,z833,0.0386,0.0366,0.022000000000000002
z87891,i429,0.038,0.0365,0.0307
z87891,i5021,0.0104,0.0122,0.0105
z87891,z853,0.0398,0.0368,0.0357
z87891,i21a1,0.0149,0.019,0.0212
z87891,r042,0.01,0.012,0.0098
z87891,r740,0.016,0.0199,0.0129
z87891,z95810,0.0374,0.0349,0.0335
z87891,r319,0.0112,0.0103,0.0105
z87891,g8918,0.0156,0.0121,0.013000000000000001
z87891,z6836,0.0099,0.01,0.0114
z87891,i420,0.0137,0.0135,0.0144
z87891,i509,0.0687,0.0653,0.0601
z87891,j918,0.0114,0.0142,0.0129
z87891,z952,0.0231,0.0248,0.0223
z87891,m549,0.0446,0.0379,0.0401
z87891,z9884,0.0208,0.0183,0.0204
z87891,r0789,0.0147,0.013999999999999999,0.0137
z87891,r531,0.0402,0.0389,0.0444
z87891,r55,0.0233,0.0246,0.0247
z87891,e11621,0.0218,0.0201,0.0196
z87891,i132,0.0232,0.0236,0.0235
z87891,i5030,0.0092,0.0099,0.0083
z87891,z9119,0.0346,0.0348,0.0351
z87891,f0390,0.0586,0.0575,0.0597
z87891,b9561,0.0087,0.0085,0.0091
z87891,g2581,0.0266,0.0261,0.0263
z87891,r509,0.0179,0.0234,0.0228
z87891,r627,0.0165,0.0166,0.0178
z87891,r6510,0.0135,0.0133,0.0139
z87891,e1140,0.0456,0.0415,0.0414
z87891,n182,0.0136,0.0138,0.015
z87891,z6843,0.0158,0.0158,0.018000000000000002
z87891,d630,0.0148,0.0146,0.0118
z87891,j910,0.0082,0.0083,0.0079
z87891,k5900,0.0744,0.069,0.0637
z87891,z681,0.0327,0.0338,0.0342
z87891,z79891,0.0542,0.0519,0.0425
z87891,z9221,0.0457,0.0449,0.0402
z87891,z923,0.05,0.0498,0.0453
z87891,i495,0.0217,0.0233,0.0215
z87891,z981,0.0321,0.0311,0.0356
z87891,f319,0.0279,0.0263,0.0291
z87891,a0472,0.0154,0.0131,0.0145
z87891,k660,0.0116,0.0101,0.0106
z87891,m6282,0.01,0.0099,0.0134
z87891,r410,0.0109,0.01,0.0093
z87891,d6959,0.021,0.0229,0.0213
z87891,g4730,0.04,0.0348,0.0331
z87891,k589,0.013999999999999999,0.012,0.011000000000000001
z87891,b9562,0.0098,0.0092,0.0087
z87891,d638,0.0424,0.0431,0.0423
z87891,f1510,0.0104,0.0102,0.0126
z87891,z590,0.0118,0.0119,0.0144
z87891,r42,0.0143,0.0129,0.0132
z87891,k8020,0.0144,0.0129,0.0133
z87891,d509,0.0422,0.0422,0.0437
z87891,z953,0.0108,0.012,0.0103
z87891,n281,0.0157,0.0132,0.0109
z87891,z8546,0.0479,0.0447,0.045
z87891,n401,0.0376,0.0356,0.0333
z87891,c61,0.0135,0.0135,0.0123
z87891,k3184,0.0112,0.0108,0.01
z87891,r079,0.0321,0.0302,0.0298
z87891,z6831,0.0101,0.0108,0.0116
z87891,i4510,0.0206,0.0206,0.0198
z87891,i639,0.0147,0.0157,0.013000000000000001
z87891,r748,0.01,0.0085,0.0081
z87891,z86711,0.0488,0.046,0.0443
z87891,z85828,0.0503,0.0467,0.0469
z87891,f1120,0.026000000000000002,0.0261,0.0263
z87891,k921,0.0156,0.0163,0.0171
z87891,z9114,0.0301,0.0281,0.028999999999999998
z87891,e873,0.0133,0.0132,0.0137
z87891,i440,0.0116,0.0103,0.0116
z87891,i447,0.0205,0.0213,0.0188
z87891,r64,0.0116,0.0129,0.0115
z87891,z006,0.0146,0.0147,0.0176
z87891,i25110,0.0116,0.011000000000000001,0.0107
z87891,m1990,0.111,0.0905,0.0928
z87891,z8249,0.0692,0.0709,0.0409
z87891,r791,0.0168,0.0177,0.0181
z87891,t45515a,0.0101,0.0109,0.0091
z87891,h409,0.0255,0.0231,0.0219
z87891,r197,0.0271,0.0278,0.0326
z87891,z6832,0.0102,0.0102,0.0123
z87891,m545,0.025,0.0209,0.0231
z87891,m797,0.0306,0.0276,0.028999999999999998
z87891,z91041,0.0113,0.011000000000000001,0.011000000000000001
z87891,b961,0.0155,0.0137,0.0142
z87891,i739,0.0448,0.0429,0.0399
z87891,z8701,0.0193,0.022000000000000002,0.0184
z87891,k2970,0.0157,0.0153,0.0134
z87891,i471,0.0243,0.0238,0.0237
z87891,i5031,0.0094,0.0102,0.0083
z87891,e43,0.0428,0.0418,0.0426
z87891,e8351,0.0175,0.0198,0.0201
z87891,n170,0.0308,0.0341,0.0379
z87891,e559,0.0146,0.0141,0.0121
z87891,n138,0.0103,0.0095,0.0095
z87891,i214,0.0292,0.0307,0.0307
z87891,r570,0.0107,0.0113,0.0098
z87891,g4700,0.0371,0.0353,0.0346
z87891,k8590,0.0103,0.0099,0.0115
z87891,z882,0.0399,0.0368,0.037000000000000005
z87891,z885,0.0568,0.0535,0.0548
z87891,b182,0.0098,0.0086,0.0088
z87891,e8352,0.0162,0.0172,0.0158
z87891,g894,0.0289,0.0272,0.0252
z87891,z6837,0.0088,0.0096,0.01
z87891,i081,0.0094,0.0114,0.0086
z87891,r338,0.0234,0.023,0.0203
z87891,d539,0.0161,0.0143,0.0163
z87891,r0602,0.0611,0.0704,0.0642
z87891,z9861,0.0105,0.0112,0.0104
z87891,z6834,0.0103,0.0106,0.0115
z87891,i340,0.0278,0.0258,0.0239
z87891,f418,0.0167,0.0145,0.0158
z87891,k760,0.0236,0.0252,0.0284
z87891,b1920,0.0129,0.0127,0.0121
z87891,i5022,0.0395,0.0428,0.0419
z87891,e869,0.0112,0.0106,0.0103
z87891,j9611,0.0272,0.0286,0.0268
z87891,k449,0.0396,0.0398,0.0399
z87891,n184,0.0316,0.0304,0.0304
z87891,k7200,0.0089,0.0092,0.0097
z87891,z6830,0.0102,0.0102,0.0128
z87891,i9589,0.0085,0.0091,0.0079
z87891,i493,0.0186,0.0186,0.0184
z87891,z6838,0.0087,0.0081,0.01
z87891,r7303,0.0183,0.0181,0.02
z87891,z888,0.0549,0.0534,0.0511
z87891,f1010,0.0228,0.0221,0.0243
z87891,k7460,0.025,0.0257,0.0266
z87891,r5381,0.0165,0.0162,0.0131
z87891,z6833,0.01,0.0106,0.012
z87891,m48061,0.0197,0.0184,0.0187
z87891,f05,0.0139,0.0124,0.0134
z87891,g8191,0.0096,0.0091,0.0094
z87891,r29810,0.0153,0.0151,0.0133
z87891,f10239,0.0109,0.011000000000000001,0.0132
z87891,z96651,0.0197,0.0174,0.0171
z87891,e782,0.0328,0.0342,0.0367
z87891,k2270,0.0087,0.0087,0.008
z87891,r911,0.0186,0.0219,0.0188
z87891,j9602,0.0124,0.0143,0.0114
z87891,i4820,0.0293,0.0601,0.0543
z87891,r112,0.0231,0.0209,0.0229
z87891,m069,0.0408,0.0362,0.0384
z87891,i442,0.0081,0.0093,0.0086
z87891,m8580,0.0128,0.011000000000000001,0.0103
z87891,r4182,0.021,0.0214,0.0211
z87891,k7030,0.0106,0.0105,0.0116
z87891,r109,0.0337,0.0306,0.0304
z87891,z8619,0.0167,0.0199,0.0374
z87891,m4316,0.0106,0.0092,0.0097
z87891,f410,0.0093,0.009000000000000001,0.0101
z87891,e874,0.0113,0.0127,0.0146
z87891,j9622,0.0208,0.023,0.018000000000000002
z87891,z8711,0.019,0.0189,0.0193
z87891,z9079,0.013000000000000001,0.011000000000000001,0.0129
z87891,b9689,0.0114,0.0117,0.0115
z87891,c787,0.0175,0.0192,0.0168
z87891,m109,0.0471,0.0449,0.0413
z87891,t502x5a,0.0098,0.0088,0.0097
z87891,r590,0.0104,0.0101,0.0105
z87891,e1169,0.013999999999999999,0.0145,0.0144
z87891,l97519,0.0093,0.0081,0.0079
z87891,z96653,0.0181,0.0178,0.0192
z87891,e890,0.0142,0.0125,0.0157
z87891,z91040,0.0113,0.01,0.0102
z87891,z8551,0.0183,0.0191,0.0183
z87891,r32,0.0177,0.0181,0.0141
z87891,r6521,0.0282,0.0342,0.039
z87891,f4310,0.02,0.0185,0.0226
z87891,z6835,0.011000000000000001,0.0106,0.0129
z87891,g92,0.0207,0.022000000000000002,0.0234
z87891,z85820,0.0129,0.0127,0.0142
z87891,z9181,0.027999999999999997,0.0278,0.0275
z87891,t380x5a,0.0266,0.0274,0.0319
z87891,z87442,0.0245,0.0216,0.028999999999999998
z87891,z7952,0.0594,0.0578,0.0487
z87891,z85528,0.0117,0.0116,0.011000000000000001
z87891,z96643,0.009000000000000001,0.0097,0.0088
z87891,n200,0.0114,0.0101,0.0103
z87891,d689,0.0146,0.0159,0.0179
z87891,k648,0.0092,0.0085,0.0093
z87891,d61810,0.0118,0.0114,0.0111
z87891,t451x5a,0.0284,0.0277,0.0252
z87891,z96641,0.0171,0.0149,0.0153
z87891,i5042,0.0114,0.0112,0.0113
z87891,b952,0.0089,0.0093,0.0093
z87891,z905,0.0166,0.0165,0.0161
z87891,e222,0.0104,0.0129,0.0136
z87891,g8194,0.0096,0.0107,0.01
z87891,z933,0.0125,0.0114,0.0123
z87891,j9600,0.0102,0.0099,0.0087
z87891,r188,0.0237,0.0248,0.0247
z87891,z96642,0.0145,0.0122,0.0123
z87891,r45851,0.0189,0.0162,0.017
z87891,r110,0.0103,0.0084,0.0098
z87891,z823,0.0164,0.0171,0.0108
z87891,z993,0.0142,0.013000000000000001,0.0125
z87891,z8719,0.0093,0.0124,0.0159
z87891,h3530,0.0116,0.0097,0.0081
z87891,z8679,0.015,0.0155,0.0163
z87891,r600,0.0114,0.0112,0.0104
z87891,d684,0.0091,0.009000000000000001,0.0116
z87891,z915,0.0093,0.0101,0.0103
z87891,z96652,0.0171,0.0147,0.0159
z87891,i890,0.0084,0.008,0.0078
z87891,z96649,0.0079,0.0095,0.0123
z87891,z886,0.019,0.0171,0.0174
z87891,f411,0.0142,0.0135,0.0166
z87891,j8410,0.0141,0.0149,0.0145
z87891,g893,0.0137,0.0153,0.012
z87891,z792,0.0116,0.0132,0.0102
z87891,z791,0.0198,0.0178,0.0154
z87891,z2821,0.0101,0.009000000000000001,0.009000000000000001
z87891,c3490,0.0147,0.0154,0.0131
z87891,n3000,0.0088,0.0084,0.0086
z87891,r918,0.0129,0.0137,0.0141
z87891,z96659,0.0133,0.0153,0.0208
z87891,m1711,0.0147,0.0103,0.0089
z87891,e441,0.0088,0.0139,0.0176
z87891,m4802,0.0129,0.0122,0.0106
z87891,j45901,0.0102,0.0124,0.0087
z87891,r7881,0.013000000000000001,0.013000000000000001,0.0131
z87891,k7290,0.0118,0.0123,0.0122
z87891,k920,0.0083,0.0078,0.0091
z87891,c7951,0.0208,0.0227,0.0188
z87891,k56609,0.0096,0.0104,0.0097
z87891,r471,0.0087,0.0098,0.0087
z87891,c7931,0.0096,0.0098,0.0084
z87891,z781,0.0078,0.0101,0.0141
z87891,z800,0.0155,0.015,0.011000000000000001
z87891,g936,0.0112,0.0112,0.0107
z87891,z86010,0.0146,0.0123,0.0133
z951,i5033,0.0571,0.0628,0.0572
z951,i5043,0.0538,0.0483,0.0471
z951,e861,0.0194,0.0183,0.0205
z951,i160,0.0234,0.0238,0.0266
z951,z833,0.0297,0.0276,0.019
z951,z95810,0.1234,0.1106,0.11
z951,z952,0.0897,0.0899,0.0884
z951,i132,0.0422,0.0441,0.0407
z951,e1140,0.0572,0.0515,0.054000000000000006
z951,z953,0.048,0.0551,0.049
z951,n401,0.0478,0.0435,0.0429
z951,z85828,0.0442,0.0413,0.0389
z951,z9114,0.0273,0.0246,0.0237
z951,i440,0.0217,0.0192,0.0207
z951,i447,0.0354,0.0392,0.0325
z951,z8249,0.0673,0.0651,0.0464
z951,h409,0.0245,0.0212,0.0212
z951,e43,0.0234,0.0228,0.0222
z951,z882,0.0289,0.027000000000000003,0.024
z951,z885,0.0451,0.0408,0.038
z951,i25810,0.024,0.0266,0.0266
z951,i2582,0.0255,0.0228,0.021
z951,r338,0.028999999999999998,0.0268,0.0288
z951,i5022,0.1037,0.1072,0.0995
z951,n184,0.0528,0.0504,0.0548
z951,i493,0.0281,0.0268,0.0277
z951,z888,0.0487,0.0512,0.0488
z951,e782,0.0485,0.0495,0.0495
z951,i5042,0.0293,0.0272,0.0285
z955,i4892,0.0336,0.0315,0.0318
z955,i5033,0.0511,0.0567,0.0452
z955,e1142,0.0655,0.057,0.0575
z955,e1151,0.08900000000000001,0.0826,0.0814
z955,e669,0.0625,0.06,0.0575
z955,j440,0.0429,0.0574,0.0437
z955,j441,0.0685,0.0689,0.0546
z955,j690,0.0238,0.0249,0.0214
z955,j9621,0.0548,0.0583,0.0524
z955,z85038,0.0171,0.0166,0.0181
z955,z9981,0.0852,0.0841,0.0726
z955,e1165,0.0882,0.0885,0.0791
z955,h9190,0.0452,0.0397,0.0454
z955,i5043,0.0423,0.0452,0.036000000000000004
z955,n183,0.1225,0.12,0.0821
z955,n400,0.1053,0.1011,0.1084
z955,z7984,0.1092,0.1085,0.0988
z955,a419,0.0399,0.0382,0.0421
z955,e861,0.0199,0.0211,0.0195
z955,n390,0.0527,0.0499,0.0495
z955,z66,0.0761,0.0743,0.0723
z955,z880,0.0587,0.0599,0.0545
z955,g9341,0.0373,0.0439,0.0416
z955,i130,0.1158,0.1139,0.1141
z955,i161,0.0158,0.019,0.0191
z955,i959,0.0585,0.0536,0.0524
z955,j189,0.0561,0.0652,0.0585
z955,j9601,0.0672,0.0649,0.0617
z955,r339,0.0295,0.0293,0.03
z955,g4733,0.0949,0.0912,0.0904
z955,i160,0.03,0.0319,0.0338
z955,z6841,0.0321,0.0292,0.0321
z955,z833,0.0346,0.0341,0.019
z955,e875,0.0597,0.0624,0.0598
z955,i429,0.0492,0.0477,0.0428
z955,z853,0.025,0.0234,0.0244
z955,i21a1,0.0233,0.0333,0.0309
z955,i252,0.3682,0.3561,0.359
z955,z95810,0.0889,0.0898,0.0866
z955,e8339,0.0214,0.0241,0.022000000000000002
z955,i248,0.0226,0.0248,0.0248
z955,i420,0.0162,0.0175,0.0186
z955,i509,0.1012,0.0881,0.0823
z955,z952,0.0354,0.0365,0.0383
z955,m549,0.0399,0.0346,0.0373
z955,d696,0.0507,0.0489,0.048
z955,r0789,0.0323,0.0298,0.0293
z955,r531,0.0396,0.0378,0.0371
z955,e11621,0.0261,0.0231,0.0233
z955,i132,0.0372,0.0377,0.04
z955,z9119,0.040999999999999995,0.0385,0.0322
z955,b9620,0.0252,0.0225,0.0225
z955,f0390,0.0512,0.0494,0.0501
z955,z8673,0.1203,0.1175,0.1142
z955,g2581,0.0232,0.0261,0.0207
z955,z86718,0.0598,0.0558,0.0535
z955,e1140,0.0605,0.0527,0.0533
z955,j45909,0.0313,0.0324,0.0281
z955,n182,0.0172,0.0168,0.0185
z955,k5900,0.0453,0.0424,0.0399
z955,z681,0.0202,0.023,0.0207
z955,z9221,0.0254,0.0245,0.025
z955,z923,0.0328,0.034,0.0325
z955,i495,0.0323,0.03,0.0345
z955,z950,0.1007,0.0972,0.0974
z955,z981,0.0296,0.0282,0.0316
z955,f319,0.0172,0.0176,0.0169
z955,g4730,0.0423,0.0341,0.0356
z955,d638,0.0372,0.034,0.0324
z955,r42,0.021,0.0193,0.0184
z955,d509,0.0387,0.0396,0.037000000000000005
z955,z953,0.0175,0.0208,0.0176
z955,z8546,0.0523,0.0522,0.0528
z955,d72829,0.0415,0.0422,0.0358
z955,n401,0.0429,0.0387,0.0383
z955,r079,0.0816,0.0749,0.0782
z955,i4510,0.0273,0.0298,0.0284
z955,i639,0.0182,0.0188,0.017
