Source,Target,Weight_x,Weight_y,Weight
i10,r202,0.0069,0.006999999999999999,0.0064
i10,k920,0.0079,0.0078,0.0087
i10,f1123,0.0097,0.0093,0.0118
i10,c7951,0.016,0.0157,0.0132
i10,k56609,0.0107,0.0114,0.0101
i10,m542,0.0116,0.0105,0.0094
i10,r471,0.0152,0.016,0.0143
i10,c7931,0.006999999999999999,0.0065,0.0066
i10,f10229,0.0096,0.0092,0.009000000000000001
i10,z781,0.0095,0.0119,0.0152
i10,z62810,0.0127,0.0118,0.0112
i10,z716,0.0106,0.01,0.0089
i10,z800,0.0132,0.0128,0.0091
i10,m19011,0.0071,0.0064,0.0066
i10,i69322,0.0075,0.0076,0.0069
i10,g936,0.0168,0.0185,0.0165
i10,z86010,0.0103,0.0087,0.009000000000000001
i10,z713,0.0074,0.0085,0.0084
i10,r2689,0.0093,0.0107,0.0124
i10,j302,0.0064,0.0074,0.0063
i10,f29,0.0084,0.0097,0.0086
i10,z560,0.0154,0.0164,0.0169
i10,m6281,0.0073,0.0076,0.0065
i10,f339,0.0072,0.0067,0.0065
i10,f332,0.0184,0.0171,0.0169
i10,f250,0.0069,0.0083,0.008
k529,r112,0.0301,0.0371,0.034
k529,r6521,0.0319,0.0312,0.0268
k529,r188,0.035,0.0403,0.0397
k567,k5720,0.0366,0.0381,0.0333
k567,g8918,0.0412,0.0457,0.0504
k567,k660,0.085,0.0792,0.0894
k567,k9189,0.1486,0.1326,0.1453
k567,k56609,0.0669,0.0731,0.0693
k567,z5331,0.0497,0.0538,0.0483
k567,k651,0.0563,0.0589,0.0588
k567,k631,0.0331,0.0356,0.0396
n319,t83511a,0.0732,0.0599,0.0608
n319,z9359,0.0525,0.0447,0.0445
n319,z7401,0.0637,0.0585,0.044000000000000004
n319,t83518a,0.0716,0.0742,0.0691
n319,k592,0.2185,0.2369,0.2196
n319,g8250,0.113,0.1175,0.1082
n319,q059,0.0486,0.0453,0.0438
n390,t83511a,0.0336,0.0332,0.0349
n390,i160,0.019,0.0186,0.0223
n390,z833,0.0305,0.0252,0.0156
n390,r740,0.0198,0.0245,0.0169
n390,z95810,0.0176,0.0164,0.0155
n390,r319,0.0249,0.0257,0.0266
n390,i509,0.0575,0.0563,0.0526
n390,z952,0.0162,0.0149,0.0141
n390,m549,0.0394,0.0365,0.0379
n390,i132,0.0152,0.0184,0.0152
n390,e1140,0.0416,0.0388,0.0425
n390,n182,0.0143,0.0144,0.0154
n390,k5900,0.0763,0.076,0.0725
n390,z9221,0.0287,0.0245,0.0254
n390,z923,0.0279,0.0248,0.0254
n390,i495,0.0179,0.0179,0.0191
n390,a0472,0.0275,0.0273,0.0289
n390,m6282,0.0246,0.0236,0.0299
n390,r410,0.0169,0.0176,0.0162
n390,g4730,0.0235,0.0188,0.018000000000000002
n390,b9562,0.0135,0.0141,0.0139
n390,f1510,0.0217,0.0201,0.0197
n390,z590,0.0242,0.0205,0.0221
n390,r42,0.0164,0.0152,0.0151
n390,k8020,0.0174,0.0182,0.018000000000000002
n390,n281,0.0195,0.0176,0.0154
n390,z8546,0.0253,0.0264,0.0264
n390,n401,0.06,0.0589,0.0492
n390,i4510,0.0147,0.0152,0.0149
n390,z85828,0.0235,0.0238,0.0254
n390,f1120,0.0301,0.028999999999999998,0.0292
n390,z9114,0.0304,0.0297,0.0308
n390,e873,0.0167,0.0191,0.0186
n390,i447,0.016,0.0136,0.0149
n390,r64,0.0166,0.0177,0.0184
n390,z8249,0.0426,0.037000000000000005,0.0207
n390,r791,0.0151,0.0155,0.016
n390,h409,0.0241,0.0237,0.0221
n390,r197,0.042,0.0386,0.0463
n390,m545,0.0261,0.0244,0.0296
n390,m797,0.0326,0.0281,0.0353
n390,b961,0.0963,0.0937,0.1008
n390,i739,0.0303,0.0303,0.0257
n390,e43,0.0597,0.0596,0.0652
n390,e8351,0.0259,0.0286,0.0327
n390,g9349,0.0137,0.0139,0.0177
n390,n170,0.0527,0.0624,0.0667
n390,e559,0.0155,0.0161,0.0148
n390,n138,0.0199,0.018000000000000002,0.0157
n390,i214,0.0216,0.025,0.0227
n390,z882,0.0366,0.0348,0.0346
n390,z885,0.0406,0.0371,0.037000000000000005
n390,e8352,0.0203,0.0222,0.0239
n390,g894,0.0322,0.0294,0.0288
n390,r338,0.0418,0.0424,0.0354
n390,r0602,0.0261,0.03,0.0339
n390,i340,0.013999999999999999,0.0155,0.0156
n390,z931,0.0166,0.0178,0.0166
n390,i5022,0.0307,0.0335,0.033
n390,e869,0.0166,0.0164,0.0183
n390,j9611,0.0216,0.02,0.024
n390,k449,0.0285,0.0298,0.0297
n390,n184,0.0369,0.0386,0.0384
n390,k7200,0.015,0.0155,0.0173
n390,f17200,0.0243,0.0229,0.0186
n390,z888,0.0372,0.038,0.0376
n390,k7460,0.0297,0.0303,0.0287
n390,r5381,0.0319,0.0343,0.0359
n390,f05,0.0273,0.0274,0.0279
n390,r29810,0.0154,0.013999999999999999,0.0147
n390,e782,0.019,0.0187,0.0222
n390,r911,0.0132,0.0148,0.0144
n390,j9602,0.0145,0.0174,0.0157
n390,r112,0.0274,0.024,0.0289
n390,r4182,0.0495,0.0462,0.0487
n390,r109,0.0316,0.0303,0.0286
n390,e874,0.0161,0.0183,0.0221
n390,j9622,0.0169,0.019,0.0159
n390,m109,0.0285,0.0299,0.0276
n390,z8551,0.0151,0.0162,0.016
n390,r32,0.0417,0.043,0.0346
n390,r6521,0.0722,0.0797,0.0865
n390,f4310,0.0176,0.0166,0.0189
n390,e1110,0.0132,0.0186,0.0195
n390,z1624,0.0371,0.0411,0.0417
n390,t380x5a,0.0145,0.0133,0.0181
n390,z87442,0.0285,0.0218,0.0294
n390,z7952,0.0366,0.0369,0.0321
n390,n200,0.0265,0.0243,0.0251
n390,d689,0.0177,0.0206,0.0206
n390,t451x5a,0.017,0.0171,0.0166
n390,z7401,0.0232,0.0218,0.0188
n390,z1612,0.0248,0.0287,0.0256
n390,b964,0.0262,0.026000000000000002,0.0252
n390,a4151,0.0289,0.0288,0.0258
n390,b952,0.0434,0.0499,0.0472
n390,e222,0.0134,0.0142,0.0169
n390,z933,0.0216,0.0202,0.0194
n390,r188,0.0268,0.0267,0.0261
n390,r269,0.0171,0.0203,0.0168
n390,r600,0.0158,0.0174,0.0136
n390,z915,0.0193,0.0191,0.0192
n390,z886,0.0153,0.0141,0.0147
n390,t83518a,0.0207,0.023,0.0203
n390,r7881,0.0215,0.021,0.0211
n390,c7951,0.0177,0.0146,0.0158
n390,z781,0.0132,0.0181,0.0205
n390,l89154,0.013000000000000001,0.0141,0.0167
z66,z87440,0.0319,0.0275,0.0212
z66,i130,0.1135,0.1176,0.1105
z66,i161,0.0167,0.018000000000000002,0.0165
z66,j189,0.1281,0.1548,0.1306
z66,i160,0.0209,0.0227,0.0214
z66,i429,0.0501,0.0426,0.0439
z66,i5021,0.0175,0.0173,0.0162
z66,z853,0.0518,0.0439,0.0428
z66,i21a1,0.0353,0.0429,0.0521
z66,r042,0.0131,0.0145,0.0122
z66,r740,0.0177,0.0232,0.017
z66,z95810,0.0314,0.0255,0.0269
z66,i509,0.0836,0.0782,0.0711
z66,j918,0.0235,0.0252,0.0248
z66,z952,0.0248,0.0232,0.0219
z66,m549,0.0357,0.027999999999999997,0.0303
z66,r531,0.059000000000000004,0.0591,0.0624
z66,i132,0.0262,0.0284,0.0259
z66,z9119,0.0304,0.0291,0.0296
z66,e1140,0.0316,0.0273,0.0288
z66,j910,0.0216,0.0189,0.0154
z66,k5900,0.0752,0.0704,0.0656
z66,z681,0.0898,0.083,0.0793
z66,z9221,0.0522,0.0464,0.0373
z66,z923,0.0546,0.0458,0.0393
z66,i495,0.0323,0.0305,0.0273
z66,z981,0.0163,0.0146,0.0168
z66,a0472,0.0249,0.0263,0.0223
z66,m6282,0.0213,0.0229,0.028999999999999998
z66,r410,0.0192,0.0184,0.0177
z66,g4730,0.019,0.0176,0.0148
z66,d638,0.0632,0.0635,0.0549
z66,k8020,0.0157,0.0165,0.0157
z66,d509,0.0464,0.0472,0.0455
z66,z8546,0.045,0.0405,0.038
z66,n401,0.0403,0.0355,0.0327
z66,c61,0.0177,0.0158,0.013999999999999999
z66,r079,0.0212,0.0169,0.0171
z66,c786,0.017,0.0162,0.0149
z66,i4510,0.023,0.0219,0.0228
z66,z85828,0.0418,0.0393,0.0381
z66,e162,0.0218,0.0201,0.0209
z66,f1120,0.0203,0.0226,0.0193
z66,k921,0.0217,0.0227,0.0242
z66,z9114,0.0255,0.0248,0.0245
z66,e873,0.0267,0.0272,0.031
z66,i447,0.0255,0.0245,0.0251
z66,r571,0.0165,0.015,0.0161
z66,r64,0.0449,0.0427,0.0389
z66,z8249,0.0489,0.0516,0.0276
z66,r791,0.0246,0.0243,0.0237
z66,t45515a,0.0147,0.0139,0.0123
z66,h409,0.0348,0.0297,0.0275
z66,r197,0.0282,0.0288,0.0325
z66,m545,0.0225,0.0195,0.0174
z66,m797,0.0192,0.0163,0.0163
z66,b961,0.0241,0.0203,0.0218
z66,i739,0.0465,0.0445,0.0369
z66,r1312,0.0174,0.0185,0.0153
z66,z8701,0.0172,0.0188,0.0142
z66,e43,0.1177,0.1152,0.1081
z66,e8351,0.03,0.0327,0.0356
z66,g9349,0.0183,0.0171,0.0232
z66,n170,0.0697,0.0887,0.1032
z66,e559,0.0155,0.015,0.0124
z66,i214,0.0419,0.0399,0.0411
z66,r570,0.0368,0.0375,0.0364
z66,z882,0.0397,0.0361,0.0317
z66,z885,0.0435,0.0384,0.0405
z66,e8352,0.0289,0.0295,0.0254
z66,g894,0.023,0.0195,0.0189
z66,r338,0.0253,0.0228,0.0213
z66,j811,0.0151,0.0175,0.0137
z66,r0602,0.0624,0.0679,0.0725
z66,r578,0.0166,0.0163,0.0206
z66,i340,0.03,0.0278,0.0221
z66,k760,0.0138,0.0135,0.0166
z66,z931,0.0207,0.0201,0.0155
z66,i5022,0.0457,0.0459,0.0477
z66,e869,0.016,0.0148,0.0177
z66,j9611,0.031,0.027999999999999997,0.0267
z66,k449,0.0411,0.0374,0.0362
z66,n184,0.0491,0.0446,0.0409
z66,k7200,0.0384,0.0429,0.0453
z66,i493,0.0191,0.0189,0.0183
z66,f17200,0.0188,0.0177,0.0148
z66,z888,0.0416,0.0421,0.0362
z66,k7460,0.033,0.0346,0.0322
z66,r5381,0.0417,0.0367,0.0347
z66,f05,0.0382,0.0328,0.0346
z66,g8191,0.0216,0.0226,0.0196
z66,r29810,0.0298,0.0286,0.0234
z66,e782,0.024,0.0235,0.0254
z66,r911,0.0166,0.0178,0.0151
z66,j9602,0.035,0.0413,0.0376
z66,r112,0.0198,0.0188,0.0168
z66,r4182,0.0549,0.0507,0.0529
z66,r109,0.0259,0.0227,0.0207
z66,e874,0.0363,0.0394,0.0514
z66,j9622,0.0429,0.0431,0.0322
z66,z8711,0.0148,0.0139,0.0148
z66,b9689,0.0165,0.0172,0.0157
z66,c787,0.0505,0.0452,0.0397
z66,m109,0.0372,0.0327,0.0315
z66,z96653,0.0147,0.0128,0.0159
z66,z8551,0.0178,0.0163,0.013999999999999999
z66,r32,0.028999999999999998,0.0291,0.0242
z66,r6521,0.1144,0.1453,0.1753
z66,g92,0.05,0.0527,0.0538
z66,r579,0.0144,0.0152,0.0218
z66,t380x5a,0.0231,0.0224,0.038
z66,z87442,0.0147,0.0135,0.0165
z66,z7952,0.0551,0.0549,0.0443
z66,d689,0.0325,0.0342,0.0385
z66,d61810,0.0171,0.0157,0.0132
z66,t451x5a,0.0338,0.0303,0.0262
z66,z96641,0.0141,0.0144,0.0134
z66,z7401,0.0276,0.0245,0.0207
z66,b952,0.0137,0.0132,0.0132
z66,e222,0.0188,0.02,0.0214
z66,j9600,0.0291,0.0266,0.0228
z66,r188,0.0499,0.0439,0.0429
z66,z993,0.0291,0.0253,0.0213
z66,h3530,0.0224,0.0154,0.013999999999999999
z66,d684,0.0234,0.0222,0.0264
z66,c7800,0.0239,0.021,0.0171
z66,z886,0.0151,0.013000000000000001,0.0151
z66,j8410,0.0198,0.02,0.0195
z66,g893,0.0381,0.0334,0.0243
z66,g931,0.0315,0.0328,0.0338
z66,c3490,0.024,0.0249,0.0177
z66,n3000,0.0172,0.015,0.0133
z66,r918,0.0139,0.0152,0.0131
z66,z96659,0.0138,0.0143,0.0202
z66,e441,0.0166,0.0267,0.0317
z66,r7881,0.0158,0.0158,0.0149
z66,k7290,0.0248,0.025,0.0244
z66,k920,0.0139,0.0151,0.0136
z66,c7951,0.0577,0.0483,0.0387
z66,r471,0.0163,0.0156,0.0125
z66,c7931,0.0239,0.0214,0.0163
z66,z781,0.0199,0.0274,0.0373
z66,g936,0.0356,0.035,0.0298
z87440,n10,0.0761,0.0671,0.0716
z87440,n401,0.039,0.0316,0.0324
z87440,b961,0.054000000000000006,0.0527,0.0446
z87440,z882,0.0355,0.0348,0.0331
z87440,z885,0.0272,0.0255,0.0264
z87440,r338,0.0345,0.0329,0.0326
z87440,z888,0.0266,0.0292,0.0235
z87440,z1624,0.0626,0.0584,0.049
z87440,z87442,0.0884,0.0763,0.0742
z87440,n200,0.0461,0.0361,0.0353
z87440,n12,0.0427,0.0456,0.0529
z87440,z933,0.0366,0.0417,0.0432
z87440,z993,0.0499,0.0522,0.0485
z87440,z792,0.0408,0.0422,0.0391
z880,z881,0.17,0.1648,0.1591
z880,z91041,0.0383,0.0398,0.0401
z880,z882,0.1883,0.1889,0.1785
z880,z885,0.1738,0.1688,0.1663
z880,z888,0.1701,0.1714,0.1552
z880,z91013,0.0236,0.0246,0.02
z880,z91018,0.0319,0.0373,0.032
z880,z886,0.0868,0.0777,0.0804
z23,j9601,0.031,0.0285,0.0406
z23,z833,0.0219,0.0204,0.0234
z23,i252,0.0148,0.0098,0.0146
z23,o34211,0.0178,0.0163,0.0211
z23,o9902,0.0157,0.0152,0.0165
z23,o99214,0.0215,0.0191,0.0217
z23,o99344,0.0128,0.0112,0.0149
z23,p0737,0.0102,0.0114,0.0117
z23,p221,0.0241,0.0271,0.0266
z23,p284,0.0196,0.0204,0.0195
z23,p2912,0.0089,0.01,0.0097
z23,p590,0.0364,0.0377,0.0344
z23,p704,0.0356,0.0432,0.0419
z23,p929,0.0251,0.0248,0.0254
z23,z3483,0.022000000000000002,0.0192,0.0216
z23,z9119,0.0143,0.0121,0.0144
z23,j45909,0.027000000000000003,0.0213,0.0284
z23,f319,0.0141,0.0111,0.0153
z23,o80,0.0285,0.0227,0.0211
z23,z3a37,0.0171,0.0157,0.0177
z23,o701,0.0213,0.0197,0.0212
z23,z3a38,0.0288,0.0278,0.0285
z23,o6981x0,0.0232,0.0235,0.0247
z23,z3801,0.2233,0.2438,0.2277
z23,p0739,0.0278,0.0301,0.0274
z23,f1510,0.0122,0.0138,0.0137
z23,z590,0.0143,0.0151,0.0164
z23,z9114,0.0151,0.0134,0.0153
z23,j9811,0.011000000000000001,0.01,0.01
z23,f1290,0.0117,0.011000000000000001,0.0117
z23,f17200,0.0118,0.01,0.0106
z23,o770,0.0155,0.0147,0.017
z23,z3a40,0.0283,0.0242,0.0272
z23,p229,0.0145,0.0162,0.0154
z23,p599,0.1215,0.11599999999999999,0.0946
z23,o76,0.0209,0.0181,0.0228
z23,p612,0.0112,0.0124,0.0118
z23,z051,0.0994,0.1147,0.1227
z23,p0718,0.0204,0.0222,0.0214
z23,p701,0.0158,0.0179,0.0154
z23,q381,0.0178,0.0184,0.0153
z23,q828,0.0124,0.0153,0.0131
z23,f4310,0.0104,0.01,0.0129
z23,p0518,0.0123,0.013000000000000001,0.0117
z23,p2989,0.0149,0.0162,0.0115
z23,z3831,0.0171,0.0204,0.017
z23,p025,0.0291,0.0278,0.0254
z23,o480,0.0131,0.0133,0.0141
z23,p551,0.0203,0.0254,0.0226
z23,q826,0.0115,0.0122,0.0102
z23,p081,0.0415,0.047,0.043
z23,p9683,0.051,0.052000000000000005,0.0526
z23,z915,0.0216,0.0304,0.0192
z23,p545,0.0118,0.012,0.01
z23,p0449,0.0117,0.0129,0.0126
z23,p220,0.0153,0.0198,0.0176
z23,p700,0.0201,0.0197,0.0232
z23,p0821,0.0352,0.0379,0.034
z23,p0738,0.015,0.0157,0.0156
z23,p961,0.0093,0.0098,0.0114
z23,p84,0.012,0.0142,0.0137
z23,z20818,0.0154,0.03,0.0409
z23,z0110,0.037000000000000005,0.0522,0.0407
z23,p0519,0.0118,0.0152,0.0133
z3800,p221,0.0281,0.0266,0.0279
z3800,p284,0.0141,0.0134,0.0145
z3800,p590,0.0315,0.0308,0.0311
z3800,p704,0.0394,0.0434,0.0456
z3800,p929,0.0259,0.0221,0.0261
z3800,p0739,0.0339,0.0345,0.0332
z3800,p229,0.0149,0.0149,0.0172
z3800,p599,0.1688,0.1506,0.1384
z3800,z051,0.145,0.145,0.1719
z3800,p0718,0.0217,0.0222,0.0219
z3800,p701,0.0164,0.0176,0.0151
z3800,q381,0.0258,0.0245,0.0231
z3800,q828,0.0185,0.0189,0.0171
z3800,z2882,0.0663,0.0641,0.0777
z3800,p0518,0.0159,0.0161,0.0147
z3800,p2989,0.0188,0.019,0.0148
z3800,p025,0.0509,0.0444,0.039
z3800,p1281,0.0149,0.0134,0.0137
z3800,p551,0.0307,0.0358,0.034
z3800,q826,0.0159,0.0155,0.0138
z3800,p081,0.0572,0.0574,0.0594
z3800,p9683,0.0785,0.0728,0.0797
z3800,p002,0.0164,0.0126,0.0132
z3800,p545,0.0189,0.0172,0.0161
z3800,p0449,0.016,0.0137,0.0168
z3800,p700,0.0218,0.0202,0.0267
z3800,p120,0.0124,0.0137,0.0121
z3800,p0821,0.0608,0.0589,0.057
z3800,p0738,0.017,0.0154,0.0164
z3800,p011,0.013000000000000001,0.013999999999999999,0.0121
z3800,z20818,0.0262,0.0464,0.0661
z3800,z0110,0.0496,0.0647,0.0573
z3800,p0519,0.0159,0.0199,0.0199
e872,g9341,0.16399999999999998,0.1727,0.18899999999999997
e872,i130,0.0955,0.0939,0.092
e872,i161,0.0205,0.0203,0.0197
e872,i959,0.1055,0.1017,0.1076
e872,j189,0.1085,0.1355,0.1216
e872,j9601,0.2239,0.22699999999999998,0.2277
e872,r339,0.0352,0.0327,0.0317
e872,r6520,0.067,0.0701,0.0678
e872,g4733,0.0709,0.0736,0.0717
e872,i160,0.0279,0.0286,0.0301
e872,z6841,0.0381,0.0391,0.0443
e872,z833,0.0334,0.0281,0.0164
e872,e1121,0.0362,0.017,0.0141
e872,e875,0.1896,0.1976,0.2019
e872,i429,0.0447,0.0396,0.0412
e872,i5021,0.0164,0.0183,0.0174
e872,z853,0.0229,0.0232,0.0202
e872,d62,0.1217,0.1225,0.13
e872,i21a1,0.0358,0.0418,0.049
e872,i2699,0.0204,0.0177,0.0249
e872,r740,0.0431,0.0488,0.0331
e872,i252,0.0607,0.0567,0.0576
e872,z95810,0.0204,0.0225,0.0192
e872,e119,0.0744,0.0789,0.0854
e872,r319,0.0162,0.0147,0.0163
e872,i248,0.0273,0.0313,0.0356
e872,i420,0.0143,0.013999999999999999,0.0137
e872,i509,0.0606,0.0539,0.0546
e872,j918,0.0146,0.0181,0.0163
e872,r310,0.013999999999999999,0.0142,0.0133
e872,z952,0.012,0.0138,0.0111
e872,m549,0.0324,0.0303,0.0293
e872,z9884,0.0164,0.0141,0.0156
e872,d696,0.1151,0.1168,0.1221
e872,r531,0.0392,0.0353,0.0419
e872,z720,0.0168,0.0155,0.0115
e872,e11621,0.0269,0.0233,0.0245
e872,i132,0.0389,0.0393,0.0358
e872,i5030,0.0121,0.0127,0.0111
e872,z9119,0.0509,0.0506,0.0469
e872,b9620,0.0467,0.0414,0.0401
e872,g40909,0.0411,0.0424,0.0425
e872,z86718,0.0491,0.0466,0.0437
e872,n10,0.0227,0.0181,0.0153
e872,r509,0.0294,0.0354,0.03
e872,j449,0.0816,0.0754,0.0718
e872,r627,0.0272,0.0248,0.027999999999999997
e872,r6510,0.0331,0.0276,0.0302
e872,e1140,0.0464,0.0413,0.043
e872,j45909,0.0488,0.0534,0.0528
e872,n182,0.0138,0.0146,0.0151
e872,z6843,0.0177,0.0184,0.02
e872,d630,0.0148,0.0116,0.0117
e872,e440,0.038,0.0401,0.0391
e872,k5900,0.0573,0.0569,0.0546
e872,n1330,0.0163,0.0139,0.0141
e872,z681,0.0526,0.0485,0.0502
e872,z9221,0.0328,0.0294,0.0258
e872,z923,0.0298,0.0261,0.0228
e872,i495,0.0158,0.0151,0.0148
e872,z950,0.0335,0.0342,0.0316
e872,z981,0.0151,0.0148,0.0144
e872,f319,0.0318,0.0337,0.0337
e872,a0472,0.0338,0.0305,0.0291
e872,i313,0.0154,0.0166,0.0156
e872,m6282,0.0594,0.0498,0.0633
e872,g4730,0.0184,0.0172,0.0138
e872,k5730,0.018000000000000002,0.017,0.0165
e872,d638,0.0657,0.0667,0.0622
e872,f1110,0.0125,0.0118,0.0118
e872,f1510,0.0357,0.0335,0.0375
e872,z590,0.0301,0.027999999999999997,0.0348
e872,k8020,0.0191,0.0207,0.019
e872,d509,0.0556,0.057999999999999996,0.0576
e872,j90,0.0729,0.0687,0.065
e872,n281,0.0217,0.0198,0.0161
e872,z8546,0.0238,0.023,0.0214
e872,d72829,0.0751,0.0707,0.0765
e872,n401,0.0334,0.0323,0.0287
e872,k3184,0.0164,0.0142,0.0136
e872,r079,0.0184,0.0162,0.0162
e872,i4510,0.0175,0.0188,0.0183
e872,r748,0.0162,0.0146,0.0148
e872,f0280,0.0216,0.0214,0.0192
e872,z85828,0.0189,0.0186,0.0169
e872,z881,0.0174,0.0171,0.0146
e872,e162,0.0313,0.0299,0.0304
e872,f1120,0.0322,0.0318,0.0255
e872,k921,0.0218,0.0231,0.0248
e872,z9049,0.0681,0.0663,0.0662
e872,z9114,0.0423,0.0397,0.0369
e872,e873,0.0228,0.0218,0.0241
e872,i447,0.017,0.0168,0.0159
e872,r571,0.0286,0.0223,0.025
e872,r64,0.0226,0.023,0.022000000000000002
e872,i951,0.0173,0.0173,0.0162
e872,j9811,0.0668,0.076,0.0572
e872,k3189,0.0169,0.0156,0.0191
e872,r001,0.0298,0.0308,0.0353
e872,z8249,0.0426,0.0395,0.0217
e872,r791,0.0184,0.0167,0.0187
e872,e11319,0.0135,0.0116,0.0111
e872,h409,0.0155,0.0152,0.0131
e872,r197,0.051,0.0514,0.0562
e872,f1290,0.0269,0.0277,0.0227
e872,m545,0.0211,0.0183,0.0168
e872,m797,0.0236,0.0212,0.0207
e872,b961,0.024,0.0228,0.0233
e872,i739,0.0264,0.027999999999999997,0.025
e872,z8701,0.0134,0.0165,0.0132
e872,k2970,0.0208,0.018000000000000002,0.0173
e872,i471,0.0377,0.0328,0.0377
e872,e43,0.0793,0.0743,0.0749
e872,e8351,0.0616,0.063,0.0679
e872,g9349,0.0125,0.0132,0.0143
e872,n170,0.1313,0.1353,0.1493
e872,e559,0.0189,0.0185,0.0158
e872,n138,0.0157,0.0133,0.0124
e872,r0902,0.033,0.040999999999999995,0.0399
e872,i214,0.0342,0.0339,0.0339
e872,i255,0.0394,0.0368,0.0338
e872,i2720,0.0571,0.0637,0.0531
e872,i472,0.0408,0.0436,0.0471
e872,i5023,0.0447,0.047,0.045
e872,r570,0.0417,0.0425,0.04
e872,g4700,0.0252,0.0263,0.025
e872,k8590,0.0207,0.0205,0.0202
e872,z882,0.0227,0.021,0.0196
e872,z885,0.0361,0.0321,0.0292
e872,b182,0.0191,0.0158,0.0146
e872,e8352,0.0301,0.0298,0.03
e872,r1310,0.0463,0.0423,0.0404
e872,g894,0.0287,0.0252,0.0209
e872,e662,0.0168,0.0193,0.0175
e872,r338,0.0229,0.023,0.0197
e872,d61818,0.0442,0.0456,0.0405
e872,r000,0.047,0.0468,0.051
e872,d539,0.0299,0.0275,0.0311
e872,i714,0.0129,0.0136,0.0113
e872,j811,0.0187,0.0202,0.0167
e872,r0602,0.0475,0.0592,0.0581
e872,r578,0.0225,0.0226,0.027999999999999997
e872,i340,0.0187,0.0204,0.0172
e872,k760,0.0413,0.0451,0.0478
e872,b1920,0.0267,0.0238,0.0176
e872,e870,0.0915,0.0923,0.1131
e872,i5022,0.0368,0.0361,0.0385
e872,e869,0.0287,0.0285,0.0267
e872,j9611,0.013999999999999999,0.0124,0.0137
e872,k449,0.0367,0.0395,0.0368
e872,n184,0.0589,0.0591,0.0571
e872,k7200,0.0537,0.053,0.0552
e872,i9589,0.0173,0.0153,0.0137
e872,i493,0.0142,0.0143,0.0164
e872,f17200,0.0319,0.0271,0.0202
e872,z888,0.0321,0.0287,0.0255
e872,k7460,0.0435,0.0439,0.0431
e872,r5381,0.0215,0.0193,0.0203
e872,f1210,0.0154,0.0161,0.0174
e872,f05,0.0191,0.018000000000000002,0.02
e872,f10231,0.0159,0.0132,0.015
e872,f10239,0.0476,0.0453,0.0465
e872,k922,0.03,0.0305,0.0326
e872,e782,0.0175,0.0184,0.0191
e872,m810,0.0289,0.0287,0.0252
e872,r911,0.0154,0.0162,0.0136
e872,j9602,0.0486,0.0531,0.0434
e872,i4820,0.0227,0.0453,0.040999999999999995
e872,r112,0.0315,0.0344,0.0332
e872,r4182,0.051,0.0457,0.0481
e872,k7030,0.0251,0.0237,0.0258
e872,r109,0.0413,0.0389,0.0382
e872,z8619,0.0121,0.0145,0.0339
e872,r569,0.0358,0.0338,0.0348
e872,k7581,0.0157,0.0137,0.0134
e872,j9622,0.0409,0.0421,0.0297
e872,z8711,0.0156,0.016,0.0132
e872,z9911,0.0212,0.0221,0.0216
e872,c787,0.0242,0.0226,0.0207
e872,m109,0.0371,0.0378,0.0352
e872,e1169,0.0178,0.0175,0.0164
e872,r32,0.0156,0.0131,0.0123
e872,r6521,0.1456,0.1597,0.16699999999999998
e872,f4310,0.0174,0.0182,0.0182
e872,z8614,0.0161,0.0137,0.0128
e872,z9115,0.0161,0.0148,0.0151
e872,e1110,0.0122,0.0127,0.0138
e872,g92,0.0805,0.0795,0.0811
e872,r579,0.0172,0.0181,0.0196
e872,t380x5a,0.028999999999999998,0.0293,0.0401
e872,z87442,0.0179,0.018000000000000002,0.0187
e872,z7952,0.0538,0.0506,0.0386
e872,i4901,0.0139,0.0141,0.0156
e872,n200,0.0188,0.0148,0.0133
e872,d689,0.0435,0.0402,0.047
e872,d61810,0.0141,0.0123,0.0113
e872,t451x5a,0.0262,0.0249,0.0225
e872,n12,0.0152,0.0144,0.0129
e872,i469,0.0384,0.0418,0.0502
e872,e8809,0.025,0.0267,0.0355
e872,i69354,0.0136,0.012,0.0121
e872,n136,0.0353,0.0353,0.0294
e872,a4151,0.0191,0.0183,0.0143
e872,z905,0.0156,0.0142,0.0135
e872,r4701,0.0149,0.0127,0.0154
e872,e222,0.0137,0.0151,0.0159
e872,z933,0.0155,0.0138,0.0139
e872,j9600,0.0368,0.0304,0.0289
e872,r188,0.0558,0.0503,0.0505
e872,z993,0.0144,0.0147,0.0116
e872,i8510,0.0136,0.0126,0.0153
e872,d684,0.0331,0.0306,0.0331
e872,k7010,0.0217,0.0213,0.0239
e872,z886,0.0154,0.0117,0.0116
e872,e2740,0.0158,0.0148,0.0134
e872,g931,0.0263,0.0276,0.0286
e872,z791,0.0157,0.0158,0.0115
e872,n3000,0.0145,0.0127,0.0114
e872,e441,0.0127,0.0225,0.0236
e872,k767,0.0159,0.0172,0.0199
e872,r7881,0.0169,0.0155,0.0181
e872,k7290,0.0334,0.0328,0.0353
e872,k920,0.0198,0.0195,0.0231
e872,c7951,0.0228,0.0204,0.0175
e872,k56609,0.0133,0.0122,0.0124
e872,f10229,0.0247,0.0234,0.0227
e872,z781,0.0257,0.0285,0.0336
e872,d65,0.0129,0.0114,0.0136
e872,g936,0.0165,0.0135,0.0147
e872,f10129,0.0196,0.0199,0.0192
